,employer name,case_count,state,city,address
14448,INTEC BILLINGINC ,2,Georgia,Atlanta,"D/b/a Csg International, 301 Perimeter Ctr N Ste 200, Atlanta, GA 30346"
14449,INTECH INVESTMENT MANAGEMENT LLC ,2,New Jersey,Princeton,"525 Okeechobee Blvd Cityplace Tower, Ste 1800, West Palm Beach, FL 33401"
14450,INTEGCA CORP ,3,FL,Miami,"3636 Sherwood Forest Ste 690, Baton Rouge, FL 70816"
14451,INTEGRA BETTER BUSINESS IDEAS AND SERVICES LLC ,1,TX,Spring,"26207 I-45 N, Spring, TX 77380"
14452,INTEGRA LIFESCIENCES CORP ,2,MA,Burlington,"311 Enterprise Dr, Plainsboro, NJ 08536"
14453,INTEGRA SERVICECONNECT ,1,MD,Columbia,"8850 Stanford Blvd, Ste 2900, Columbia, MD 21045"
14454,INTEGRAL AD SCIENCE INC ,2,NY,New York,"37 E 18th St 7th Floor, New York, NY 10003"
14455,INTEGRAL FINANCIAL LLC ,1,California,San Jose,"1072 S De Anza Blvd, Ste A 206, San Jose, CA 95129"
14456,INTEGRAL GROUP INC ,1,DC,Washington,"427 13th St, Oakland, CA 94612"
14457,INTEGRAL PARTNERS LLC ,1,Colorado,Boulder,"2910 10th St, Boulder, CO 80304"
14458,INTEGRASOFT INC ,1,IA,Bettendorf,"2547 Tech Dr, Bettendorf, IA 52722"
14459,INTEGRASOFTINC ,1,IA,Bettendorf,"2547 Tech Drive, Bettendorf, IA 52722"
14460,INTEGRATED BUILDING SOLUTIONS INC ,1,CA,San Ramon,"2000 Crow Canyon Place, Ste 440, San Ramon, CA 94583"
14461,INTEGRATED DEVICE TECHNOLOGY INC ,1,CA,San Jose,"6024 Silver Creek Valley Rd, San Jose, CA 95138"
14462,INTEGRATED DEVICE TECHNOLOGYINC ,4,California,San Jose,"6024 Silver Creek Valley Rd, San Jose, CA 95138"
14463,INTEGRATED DEVICE TECHNOLOGYINC ,4,CA,San Jose,"6024 Silver Creek Valley Rd, San Jose, CA 95138"
14464,INTEGRATED DEVICE TECHNOLOGYINC ,4,Arizona,Tempe,"6024 Silver Creek Valley Rd, San Jose, CA 95138"
14465,INTEGRATED DNA TECHNOLOGIES INC ,1,IA,Coralville,"1710 Coralville Park, Coralville, IA 52241"
14466,INTEGRATED DNA TECHNOLOGIESINC ,1,IA,Coralville,"1710 Commercial Park, Coralville, IA 52241"
14467,INTEGRATED FINANCIAL ENGINEERING INC ,1,Maryland,Rockville,"51 Monroe St Pe - 6, Rockville, MD 20850"
14468,INTEGRATED GLOBAL SERVICES INC ,6,Virginia,Richmond,"2725 Oak Lake Blvd, Midlothian, VA 23112"
14469,INTEGRATED MANAGEMENT SERVICESPA ,1,Mississippi,Jackson,"126 E Amite St, Jackson, Mississippi 39201"
14470,INTEGRATED MILK TESTING SERVICES ,1,Texas,Dimmitt,"Po Box 1023, Dimmitt, TX 79027"
14471,INTEGRATED PROJECT MANAGEMENT CO ,1,Illinois,Burr Ridge,"200 S Frontage Rd Suite 220, Burr Ridge, IL 60527"
14472,INTEGRATED RESOURCES INC ,6,New Jersey,Edison,"4 Ethel Rd, Ste 403b, Edison, New Jersey 08817"
14473,INTEGRATED RESOURCES INC ,6,NJ,Edison,"4 Ethel Rd, Edison, NJ 08817"
14474,INTEGRATED RESOURCES INC ,6,New York,Watertown,"4 Ethel Rd, Ste 403b, Edison, New Jersey 08817"
14475,INTEGRATED SCIENCE AND TECHNOLOGY INC ,1,GA,Atlanta,"1349 Old Hwy 41, Ste 225, Marietta, GA 30060"
14476,INTEGRATED SUPPORT SOLUTIONS INC ,12,CA,Woodland Hills,"14558 Sylvan St, Van Nuys, CA 91411"
14477,INTEGRATED SUPPORT SOLUTIONSINC ,12,California,Woodland Hills,"5950 Canoga Ave, Ste 420, Woodland Hls, CA 91367"
14478,INTEGRATED SUPPORT SOLUTIONSINC ,12,CA,Woodland Hills,"5950 Canoga Ave, Ste 420, Woodland Hls, CA 91367"
14479,INTEGRATED TECHNOLOGY STRATEGIES INC ,3,NJ,Cherry Hill,"2301 E Evesham Rd, Ste 408, Voorhees, NJ 08043"
14480,INTEGRATED TECHNOLOGY STRATEGIESINC ,2,NJ,Cherry Hill,"1140 Heartwood Dr, Cherry Hill, NJ 08003"
14481,INTEGRATED TECHNOLOGY STRATEGIESINC ,2,New Jersey,Cherry Hill,"1140 Heartwood Dr, Cherry Hill, NJ 08003"
14482,INTEGRATED TELECOM SOLUTIONS INC ,1,TX,Dallas,"12655 N Central Expressway, Ste 900, Dallas, TX 75243"
14483,INTEGRATION APPLIANCE INC ,3,CA,Palo Alto,"200 Portage Ave, Palo Alto, CA 94306"
14484,INTEGRATION APPLIANCE INC ,3,California,Palo Alto,"200 Portage Ave, Palo Alto, CA 94306"
14485,INTEGRATION SOLUTIONS LLC ,2,CA,Sunnevale,"906 Burbank Dr, Santa Clara, CA 95051"
14486,INTEGRIS HEALTH INC ,1,OK,Enid,"3300 Nw Expressway, Oklahoma City, OK 73112"
14487,INTEGRITY STRUCTURAL CORP ,2,TX,Houston,"12777 Jones Rd, Houston, TX 77070"
14488,INTEGRIUM LLC ,1,NJ,Cedar Knolls,"14351 Myford Rd, Tustin, CA 92780"
14489,INTEL AMERICA S INC ,28,CA,San Jose,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14490,INTEL AMERICA S INC ,28,Texas,Austin,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14491,INTEL AMERICA S INC ,28,Oregon,Hillsboro,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14492,INTEL AMERICA S INC ,28,Michigan,Novi,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14493,INTEL AMERICA S INC ,28,NJ,Parsippany,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14494,INTEL AMERICA S INC ,28,TX,Austin,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14495,INTEL AMERICA S INC ,28,PA,Allentown,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14496,INTEL AMERICA S INC ,28,California,Santa Clara,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14497,INTEL AMERICA S INC ,28,Pennsylvania,Allentown,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14498,INTEL AMERICA S INC ,28,California,San Jose,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14499,INTEL AMERICA S INC ,28,MI,Novi,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14500,INTEL AMERICA S INC ,28,CA,Santa Clara,"2200 Mission College Blvd Rn4 - 151, Santa Clara, CA 95054"
14501,INTEL CORP ,1150,California,Folsom,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14502,INTEL CORP ,1150,CA,Folsom,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14503,INTEL CORP ,1150,California,Santa Clara,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14504,INTEL CORP ,1150,AZ,Chandler,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14505,INTEL CORP ,1150,OR,Hillsboro,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14506,INTEL CORP ,1150,Arizona,Chandler,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14507,INTEL CORP ,1150,TX,Austin,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14508,INTEL CORP ,1150,CA,Santa Clara,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14509,INTEL CORP ,1150,Oregon,Hillsboro,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14510,INTEL CORP ,1150,California,San Diego,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14511,INTEL CORP ,1150,Texas,Austin,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14512,INTEL CORP ,1150,CA,San Jose,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14513,INTEL CORP ,1150,OR,Aloha,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14514,INTEL CORP ,1150,ID,Boise,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14515,INTEL CORP ,1150,Oregon,Aloha,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14516,INTEL CORP ,1150,CA,San Diego,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14517,INTEL CORP ,1150,Washington,Bellevue,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14518,INTEL CORP ,1150,California,San Jose,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14519,INTEL CORP ,1150,WA,Bellevue,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14520,INTEL CORP ,1150,Colorado,Fort Collins,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14521,INTEL CORP ,1150,CO,Fort Collins,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14522,INTEL CORP ,1150,CO,Longmont,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14523,INTEL CORP ,1150,Colorado,Longmont,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14524,INTEL CORP ,1150,MA,Hudson,"2200 Mission College Blvd Fm3, Ste 207, Santa Clara, CA 95052"
14525,INTEL FEDERAL INC ,8,OR,Hillsboro,"2200 Mission College Blvd, Santa Clara, CA 95054"
14526,INTEL FEDERAL INC ,8,Oregon,Hillsboro,"2200 Mission College Blvd, Santa Clara, California 95054"
14527,INTEL FEDERAL INC ,8,Arizona,Chandler,"2200 Mission College Blvd, Santa Clara, California 95054"
14528,INTEL FEDERAL INC ,8,Massachusetts,Hudson,"2200 Mission College Blvd, Santa Clara, California 95054"
14529,INTEL MASSACHUSETTSINC ,43,MA,Hudson,"75 Reed Rd, Hudson, MA 01749"
14530,INTEL MASSACHUSETTSINC ,43,Massachusetts,Hudson,"75 Reed Rd, Hudson, MA 01749"
14531,INTEL MOBILE COMMUNICATIONS NORTH AMERICA INC ,1,CA,San Diego,"2200 Mission College Blvd, Santa Clara, CA 95054"
14532,INTELEPEER CLOUD COMMUNICATIONS LLC ,2,FL,Plantation,"177 Bovet Rd, San Mateo, CA 94402"
14533,INTELETECH GLOBAL INC ,4,FL,Altamonte Springs,"1180 Spring Ctrs Blvd, Ste 320, Altamonte Springs, FL 32714"
14534,INTELETECH GLOBAL INC ,4,Florida,Altamonte Springs,"1180 Spring Ctrs Blvd, Ste 320, Altamonte Springs, FL 32714"
14535,INTELIBLUE LLC ,4,AR,Little Rock,"425 W Capitol Ave Ste 211, Little Rock, AR 72201"
14536,INTELLATIV INC ,4,Florida,St Petersburg,"15310 Amberly Dr Ste 250, Tampa, FL 33647"
14537,INTELLECT DESIGN ARENA INC ,4,New Jersey,Piscataway,"2730 Sidney St, Ste 200, Pittsburgh, PA 15203"
14538,INTELLECT DESIGN ARENA INC ,4,NJ,Piscataway,"2730 Sidney St, Ste 200, Pittsburgh, PA 15203"
14539,INTELLECT IT LLC ,1,California,Folsom,"1132 Widgeon Ct, Folsom, CA 95630"
14540,INTELLECT TECHNOLOGIES ,1,New Jersey,Monmouth Junction,"4301 Us Hwy 1, Monmouth Junction, NJ 08852"
14541,INTELLECTFACES INC ,1,Virginia,Herndon,"585 Grove St, Ste G30, Herndon, Virginia 20170"
14542,INTELLECTSOFT LLC ,1,New York,New York,"721 Colorado Ave, Suite 101, Palo Alto, California 94303"
14543,INTELLECTUAL PROPERTY LAW GROUP LLP ,1,California,San Jose,"12 S First St, Ste 1205, San Jose, CA 95113"
14544,INTELLECTUAL VENTURES PROPERTY HOLDINGS LLC ,1,Washington,Bellevue,"3150 139th Ave S E, Bellevue, WA 98005"
14545,INTELLIGENT AUTOMATION TECHNOLOGY INC ,1,CA,Sunnyvale,"2156 Fairmont Dr, San Jose, CA 95148"
14546,INTELLIGENT ENERGY ,2,CA,San Jose,"2955 Redondo Ave, Long Beach, CA 90806"
14547,INTELLIGENT ENERGY OPTIMIZERS LLC ,3,Georgia,Norcross,"450 S Cemetery St, Norcross, GA 30071"
14548,INTELLIGENT ENERGY OPTIMIZERS LLC ,3,GA,Norcross,"450 S Cemetery St, Norcross, GA 30071"
14549,INTELLIGENT EPITAXY TECHNOLOGY INC ,1,Texas,Richardson,"1250 E Collins Blvd, Richardson, TX 75081"
14550,INTELLIGENT MED OBJECTS INC ,2,Illinois,Norhbrook,"60 Revere Drive, Northbrook, Illinois 60062"
14551,INTELLIGENT MED OBJECTS INC ,2,Illinois,Northbrook,"60 Revere Drive, Northbrook, Illinois 60062"
14552,INTELLIGENT SOLUTIONS GROUP ,4,MI,Southfield,"26645 W 12 Mile Rd, Suite Ste 208, Southfield, MI 48034"
14553,INTELLIGENT SOLUTIONS GROUP ,4,Michigan,Southfield,"26645 W 12 Mile Rd, Suite Ste 208, Southfield, MI 48034"
14554,INTELLIGRATED HEADQUARTERS LLC ,3,OH,Mason,"7901 Innovation Way, Mason, OH 45040"
14555,INTELLIGRATED HEADQUARTERS LLC ,3,Ohio,Mason,"7901 Innovation Way, Mason, Ohio 45040"
14556,INTELLIGRATED SERVICES LLC ,1,Maryland,Frederick,"7901 Innovation Way, Mason, Ohio 45040"
14557,INTELLIGRATED SYSTEMS LLC ,3,CA,Roseville,"7901 Innovation Way, Mason, OH 45040"
14558,INTELLIGRATED SYSTEMS LLC ,3,GA,Alpharetta,"7901 Innovation Way, Mason, OH 45040"
14559,INTELLIGRATED SYSTEMSLLC ,1,OH,Mason,"7901 Innovation Way, Mason, OH 45040"
14560,INTELLIGROUP INC ,1,NJ,Princeton,"499 Thornall St, 11th Floor, Edison, NJ 08837"
14561,INTELLIMATION LLC ,1,Pennsylvania,Berwyn,"218 Greene Rd, Berwyn, PA 19312"
14562,INTELLIPRO GROUP INC ,3,California,Santa Clara,"3333 Bowers Ave, Santa Clara, CA 95054"
14563,INTELLIPRO GROUP INC ,3,CA,Santa Clara,"3333 Bowers Ave, Santa Clara, CA 95054"
14564,INTELLISOFT TECHNOLOGIES INC ,1,TX,Irving,"1425 Greenway Dr, Ste 580, Irving, TX 75038"
14565,INTELLISOFT TECHNOLOGIESINC ,6,Texas,Irving,"1320 Greenway Dr, Ste 460, Irving, TX 75038"
14566,INTELLISOFT TECHNOLOGIESINC ,6,TX,Irving,"1320 Greenway Dr, Ste 460, Irving, TX 75038"
14567,INTELLISWIFT SOFTWARE INC ,3,CA,Newark,"39120 Argonaut Way, Ste 201, Fremont, CA 94538"
14568,INTELLISWIFT SOFTWAREINC ,4,California,Newark,"39600 Balentine Dr, Ste 200, Newark, CA 94560"
14569,INTELLISWIFT SOFTWAREINC ,4,CA,Newark,"39600 Balentine Dr, Ste 200, Newark, CA 94560"
14570,INTELLITRO INC ,2,New Jersey,Hillsborough,"1139 Karlstad Dr, Sunnyvale, CA 94089"
14571,INTELLITRO INC ,2,New York,Somers,"1139 Karlstad Dr, Sunnyvale, CA 94089"
14572,INTELLIZANT LLC ,5,MD,Bethesda,"2390 Stone Fence Lane, Herndon, VA 20171"
14573,INTELLIZANT LLC ,5,Maryland,Bethesda,"2390 Stone Fence Lane, Herndon, VA 20171"
14574,INTELLYTIX INC ,2,GA,Alpharetta,"1051 Cambridge Square Ste D, Alpharetta, GA 30009"
14575,INTENT MEDIA INC ,1,New York,New York,"160 Varick St, Ste 1202, New York, New York 10013"
14576,INTEPLAST MANAGEMENT SERVICES INC ,1,New Jersey,Livingston,"9 Peach Tree Hill Road, Livingston, New Jersey 07039"
14577,INTER CITIES PERFORMING ARTS INC ,1,NJ,Union City,"4000 Bergenline Ave, Union City, NJ 08087"
14578,INTER POWER CORP ,2,MI,Almont,"3578 Van Dyke Rd, Almont, MI 48003"
14579,INTERACTIONS LLC ,2,NJ,New Providence,"31 Hayward St, Franklin, MA 02038"
14580,INTERACTIONS LLC ,2,MA,Franklin,"31 Hayward St, Franklin, MA 02038"
14581,INTERACTIONSLLC ,2,MA,Franklin,"31 Hayward St Ste E, Franklin, MA 02038"
14582,INTERACTIONSLLC ,2,NJ,New Providence,"31 Hayward St Ste E, Franklin, MA 02038"
14583,INTERACTIVE BROKERS LLC ,2,IL,Chicago,"One Pickwick Plaza, Greenwich, CT 06830"
14584,INTERACTIVE COMMUNICATIONS INTERNATIONAL INC ,17,GA,Alpharetta,"250 Williams St, Ste M100, Atlanta, GA 30303"
14585,INTERACTIVE COMMUNICATIONS INTERNATIONAL INC ,17,UT,Salt Lake City,"250 Williams St, Ste M100, Atlanta, GA 30303"
14586,INTERACTIVE COMMUNICATIONS INTERNATIONAL INC ,17,GA,Atlanta,"250 Williams St, Ste M100, Atlanta, GA 30303"
14587,INTERACTIVE COMMUNICATIONS INTERNATIONAL INC ,17,FL,St. Petersburg,"250 Williams St, Ste M100, Atlanta, GA 30303"
14588,INTERACTIVE COMMUNICATIONS INTERNATIONAL INC ,17,CO,Denver,"250 Williams St, Ste M100, Atlanta, GA 30303"
14589,INTERACTIVE COMMUNICATIONS INTERNATIONALINC ,13,UT,Salt Lake City,"250 Williams St, 5th Floor, Atlanta, GA 30303"
14590,INTERACTIVE COMMUNICATIONS INTERNATIONALINC ,13,GA,Atlanta,"250 Williams St, 5th Floor, Atlanta, GA 30303"
14591,INTERACTIVE COMMUNICATIONS INTERNATIONALINC ,13,Georgia,Alpharetta,"250 Williams St, 5th Floor, Atlanta, GA 30303"
14592,INTERACTIVE COMMUNICATIONS INTERNATIONALINC ,13,Florida,St Petersburg,"250 Williams St, 5th Floor, Atlanta, GA 30303"
14593,INTERACTIVE COMMUNICATIONS INTERNATIONALINC ,13,Georgia,Atlanta,"250 Williams St, 5th Floor, Atlanta, GA 30303"
14594,INTERACTIVE COMMUNICATIONS INTERNATIONALINC ,13,FL,St. Petersburg,"250 Williams St, 5th Floor, Atlanta, GA 30303"
14595,INTERACTIVE COMMUNICATIONS INTERNATIONALINC ,13,GA,Alpharetta,"250 Williams St, 5th Floor, Atlanta, GA 30303"
14596,INTERACTIVE DATA PRICING AND REFERENCE DATA LLC ,2,NY,New York,"32 Crosby Dr, Bedford, MA 01730"
14597,INTERACTIVE NETWORK TECHNOLOGIES INT INC ,1,TX,Houston,"2901 Wilcrest, Houston, TX 77042"
14598,INTERACTIVE NETWORK TECHNOLOGIESINC INTINC ,1,TX,Houston,"2901 Wilcrest Ste 300, Houston, TX 77042"
14599,INTERAMERICAN FINANCIAL CONSULTING GROUP ,1,Florida,Miami,"4770 Biscayne Blvd Suite 980, Miami, Florida 33137"
14600,INTERAMERICAN MOTOR CORP ,2,CA,Canoga Park,"8901 Canoga Ave, Canoga Park, CA 91304"
14601,INTERANA INC ,1,CA,Redwood City,"305 Walnut St, Ste 300, Redwood City, CA 94063"
14602,INTERANAINC ,1,CA,Redwood City,"100 Redwood Shores Parkway, Ste 200, Redwood City, CA 94065"
14603,INTERCAMBIO EXPRESS INC ,1,IN,Elkhart,"426 N Main St, Elkhart, IN 46516"
14604,INTERCERAMIC INC ,1,TX,Carrollton,"2333 S Jupiter Rd, Garland, TX 75041"
14605,INTERCERAMICINC ,1,TX,Carrollton,"1950 E Parker Rd, Carrollton, TX 75010"
14606,INTERCOM INC ,1,California,San Francisco,"55 2nd St, 4th Floor, San Francisco, California 94105"
14607,INTERCONTINENTAL COMMERCIAL SERVICES INC ,4,Georgia,Atlanta,"1110 Satellite Blvd Ste 403, Suwanee, Georgia 30024"
14608,INTERCONTINENTAL COMMERCIAL SERVICES INC ,4,GA,Atlanta,"1110 Satellite Blvd Ste 403, Suwanee, GA 30024"
14609,INTERCONTINENTAL COMMERCIAL SERVICES INC ,4,GA,Suwanee,"1110 Satellite Blvd Ste 403, Suwanee, GA 30024"
14610,INTERCONTINENTAL EXCHANGE HOLDINGS INC ,6,GA,Atlanta,"2100 Riveredge Pkwy, Atlanta, GA 30328"
14611,INTERCONTINENTAL EXCHANGE HOLDINGSINC ,9,Georgia,Atlanta,"5660 New Northside Drive, Atlanta, GA 30328"
14612,INTERCONTINENTAL EXCHANGE HOLDINGSINC ,9,GA,Atlanta,"5660 New Northside Drive, Atlanta, GA 30328"
14613,INTERCONTINENTAL GREAT BRANDS LLC ,1,New Jersey,100 Deforest Avenue,"Three Parkway N Blvd, Ste 300, Deerfield, IL 60015"
14614,INTERCONTINENTAL WEALTH ADVISORS ,1,TX,San Antonio,"112 E Pecan Suite 525, San Antonio, TX 78205"
14615,INTEREALTY EXCHANGE INC ,3,FL,Miami Beach,"690 Sw 1st Ct, Ste 605, Miami, FL 33130"
14616,INTEREALTY EXCHANGE INC ,3,Florida,Miami Beach,"690 Sw 1st Ct, Ste 605, Miami, FL 33130"
14617,INTERFACE REHAB INC ,3,California,Placentia,"740 S Placentia Ave, Ste 200, Placentia, California 92870"
14618,INTERFACE REHAB INC ,3,CA,Placentia,"740 S Placentia Ave, Placentia, CA 92870"
14619,INTERFINANCIAL INC ,4,GA,Atlanta,"260 Interstate N Circle, S E, Atlanta, GA 30339"
14620,INTERFINANCIAL INC ,4,Georgia,Atlanta,"260 Interstate North Circlese, Atlanta, Georgia 30339"
14621,INTERFINANCIAL INC ,4,Ohio,Westlake,"260 Interstate North Circlese, Atlanta, Georgia 30339"
14622,INTERFINANCIAL INC ,4,New York,New York,"260 Interstate North Circlese, Atlanta, Georgia 30339"
14623,INTERFRACHT USA INC ,1,Georgia,Decatur,"160 Clairemont Ave, Decatur, Georgia 30030"
14624,INTERFYSIO LLC ,16,NY,New York,"200 W 57th St, Ste 900, New York, NY 10019"
14625,INTERFYSIOLLC ,20,New York,New York,"1345 Ave Of The Americas, 11th Floor, New York, NY 10105"
14626,INTERFYSIOLLC ,20,NY,New York,"1345 Ave Of The Americas, 11th Floor, New York, NY 10105"
14627,INTERGLOBAL SAN DIEGO LLC ,1,California,San Diego,"1807 Robinson Ave, Ste 201, San Diego, California 92103"
14628,INTERGLOBE TECHNOLOGIES INC ,4,GA,Marietta,"7300 Nw Tiffany Springs Parkway, Kansas City, MO 64153"
14629,INTERGLOBE TECHNOLOGIES INC ,4,Georgia,Marietta,"7300 Nw Tiffany Springs Parkway, Kansas City, MO 64153"
14630,INTERGRO RESOURCES INC ,1,CA,San Gabriel,"1922 N Broadway, Santa Ana, CA 92706"
14631,INTERIOR DEVELOPMENT AND DESIGN INTERNATIONAL ,2,FL,Fort Lauderdale,"3020 Ne 32nd Ave, Fort Lauderdale, FL 33308"
14632,INTERIOR OF STONE MIDWEST INC ,1,Illinois,Chicago,"1801 N Humboldt Blvd, Chicago, Illinois 60647"
14633,INTERL INC MORTGAGE SERVICES ,1,Texas,Houston,"10613 W Sam Houston Pkwy N, Ste 200, Houston, Texas 77064"
14634,INTERLINK TRANSPORT TECHNOLOGIES INC ,1,NJ,Warren,"160 Mount Bethel Rd, Warren, NJ 07059"
14635,INTERLOC SOLUTIONS INC ,1,WA,Seattle,"31 Natoma St, Ste 140, Folsom, CA 95630"
14636,INTERLUDE US INC ,1,New York,New York,"235 Park Ave S, 6th Floor, New York, New York 10003"
14637,INTERMARK DESIGN GROUP INC ,1,Florida,Orlando,"4602 Parkway Commerce Blvd, Orlando, Florida 34786"
14638,INTERMEC TECHNOLOGIESCO ,1,South Carolina,Fort Mill,"601 3rd St Se, Cedar Rapids, Iowa 52401"
14639,INTERNATIONAL ASSOC OF LIONS CLUBS ,1,IL,Oak Brook,"300 W 22nd Street, Oak Brook, IL 60523"
14640,INTERNATIONAL BANK OF CHICAGO ,2,IL,Wilmette,"5069 N Broadway, Chicago, IL 60640"
14641,INTERNATIONAL CLINIC OF THE CAROLINAS PLLC ,1,NC,Raleigh,"2406 Blue Ridge Road Suite 170, Raleigh, NC 27607"
14642,INTERNATIONAL CLINIC OF THE CAROLINASPLLC ,1,NC,Raleigh,"2406 Blue Ridge Roadsuite 170, Raleigh, NC 27607"
14643,INTERNATIONAL COMPUTER CONSULTING ORGANIZATION IN ,1,FL,Coral Springs,"9900 W Sample Road Suite 200, Coral Springs, FL 33065"
14644,INTERNATIONAL COURIER SERVICE INC ,1,New York,Brooklyn,"2615 E 63rd St, Brooklyn, New York 11234"
14645,INTERNATIONAL DATA MANAGEMENT INC ,2,FL,Royal Palm Beach,"11369 Okeechobee Blvd, Bldg B Ste 100, Royal Palm Beach, FL 33411"
14646,INTERNATIONAL DATA MANAGEMENT INC ,2,Florida,Royal Palm Beach,"11369 Okeechobee Blvd, Bldg B Ste 100, Royal Palm Beach, Florida 33411"
14647,INTERNATIONAL DESIGN SERVICES INC ,1,MO,Saint Louis,"11872 Adie Rd, Maryland Heights, MO 63043"
14648,INTERNATIONAL DESIGN SERVICESINC ,1,MO,Saint Louis,"1801 Park 270 Drive, Suite 220, Saint Louis, MO 63146"
14649,INTERNATIONAL DUNNAGE LLC ,1,GA,Thunderbolt,"3216 Center Street, Thunderbolt, GA 31404"
14650,INTERNATIONAL FEDERATION OF ACCOUNTANTS ,4,NY,New York,"545 Fifth Ave, 14th Floor, New York, NY 10017"
14651,INTERNATIONAL FINANCE BANK ,1,FL,Miami,"888 Brickell Ave, Fourth Floor, Miami, FL 33131"
14652,INTERNATIONAL FOUNDATION FOR ELECTORAL SYSTEMS ,2,VA,Crystal City,"1850 K St Nw 5th Floor, Washington Dc, DC 20006"
14653,INTERNATIONAL GEMS AND MINERALS INC ,1,California,Santa Clarita,"20755 Centre Pointe Pkwy, Santa Clarita, California 91350"
14654,INTERNATIONAL GRAINS AND CEREAL LLC ,1,Texas,Greenville,"6902 Texas Highway 66, Greenville, Texas 75402-5812"
14655,INTERNATIONAL GROCERY AND HALAL MEAT INC ,1,Florida,Pensacola,"5800 N W St, Ste 6, Pensacola, Florida 32505"
14656,INTERNATIONAL GRUPO MEYER LLC ,1,Florida,Winter Park,"3001 Aloma Ave Ste 112, Winter Park, Florida 32792"
14657,INTERNATIONAL HOME HEALTHCARE INC ,1,CA,Los Angeles,"3660 Wilshire Blvd Ste842, Los Angeles, CA 90010"
14658,INTERNATIONAL IMAGING MATERIALS INC ,1,NY,Amherst,"310 Commerce Dr, Buffalo, NY 14228"
14659,INTERNATIONAL IMPULSE INC ,1,Texas,El Paso,"7100 Westwind Dr Suite 130, El Paso, Texas 79912"
14660,INTERNATIONAL INST FOR EDUCATIONAL AND CULTURAL DEVLOPMENT ,2,Louisiana,Baton Rouge,"5015 Autoplex Dr, Baton Rouge, LA 70809"
14661,INTERNATIONAL INVESTMENT PARTNERS LLC ,1,NY,New York,"590 Madison Ave, New York, NY 10021"
14662,INTERNATIONAL INVESTMENT PARTNERSLLC ,1,NY,New York,"590 Madison Ave, Flr 21, New York, NY 10021"
14663,INTERNATIONAL MATERIALS INC OF PENNSYLVANIA ,1,Florida,Boca Raton,"327 Plaza Real, Ste 320, Boca Raton, Florida 33432"
14664,INTERNATIONAL MED GROUP ,1,NJ,Hackensack,"407 Fulton St, Indianapolis, IN 46202"
14665,INTERNATIONAL ORGANIZATION FOR HUMANITARIAN SCVS ,2,MD,Annapolis,"7515 Annapolis Road, Suite 311, Hyattsville, MD 20784"
14666,INTERNATIONAL PACIFIC LLC ,1,California,Redondo Beach,"4400 186th St, Redondo Beach, California 90278"
14667,INTERNATIONAL PAPER CO ,13,TX,Orange,"6400 Poplar Ave, Memphis, TN 38197"
14668,INTERNATIONAL PAPER CO ,13,TN,Memphis,"6400 Poplar Ave, Memphis, TN 38197"
